Kmax,Ku,n,halfmax,Vhalf,slope
311200,0.2798,0.9201,950700000,-91.11,0.0003273
370900,0.169,0.9029,964100000,-166.5,0.0003847
174.1,0.1456,0.9951,1066000,-154.8,0.0001633
93360,0.3652,0.9815,529100000,-83.5,0.0001765
13360,0.971,0.9448,52230000,-83.08,0.0002558
124.9,0.9582,1.01,864000,-81.23,0.0001446
52080,0.1652,0.94,190400000,-95.6,0.0002735
132600,0.2779,0.9944,855800000,-83.38,0.0001549
248400,0.2033,0.9324,898500000,-97.79,0.0002765
33330,0.9876,1.027,294200000,-82.19,0.0001133
24870,0.1505,0.9241,77820000,-155.4,0.0003196
116700,0.1555,0.9373,414400000,-157.3,0.0002816
105300,0.1497,0.9547,462100000,-155,0.0002279
56.56,0.06625,1.05,553600,-112.1,0.0001022
26.95,0.9741,1.172,809800,-81.14,3.328e-05
243100,0.1502,0.93,831300000,-169.1,0.0002924
111500,0.1693,0.919,339800000,-180.4,0.0003281
17700,0.9742,0.9425,67570000,-83.72,0.000262
40910,0.9991,0.9968,266100000,-82.36,0.0001537
86.51,0.1911,1.042,861900,-92.14,0.0001004
56380,0.9797,0.9596,263700000,-82.9,0.0002138
31770,0.1516,0.9255,100500000,-164.6,0.0003161
159200,0.2156,0.9348,548500000,-93.6,0.0002902
114600,0.2651,0.8856,247600000,-87.21,0.0004628
496700,0.2648,0.8817,999900000,-88.06,0.0004967
89600,0.09852,0.9254,281600000,-176.7,0.0003182
477500,0.1617,0.871,854400000,-151.5,0.0005589
70780,0.9896,0.9395,268600000,-80.14,0.0002635
97890,0.3962,0.9683,493400000,-87.24,0.0001984
20540,0.5405,0.981,118200000,-85.56,0.0001738
359200,0.3964,0.8476,546900000,-89.79,0.0006568
243100,0.1728,0.8557,383200000,-150.9,0.0006344
50.9,0.9996,1.054,543200,-84.03,9.37e-05
86.41,0.148,1.023,676900,-189.7,0.0001277
381400,0.4046,0.9019,985600000,-87.89,0.000387
64.36,0.09222,1.048,634900,-163,0.0001014
47.36,0.9993,1.119,921500,-82.09,5.139e-05
386700,0.1934,0.8867,857200000,-95.52,0.0004511
421200,0.1748,0.8692,741200000,-152.1,0.0005683
259500,0.2022,0.9379,941800000,-91.75,0.0002755
63940,0.1072,0.9569,280600000,-157.3,0.0002279
37.88,0.06959,1.081,492200,-99.99,7.696e-05
86320,0.08417,1.016,705100000,-139.7,0.0001224
242100,0.4222,0.894,555600000,-87.65,0.0004357
45860,0.1565,0.9863,290300000,-103.2,0.000158
204400,0.9985,0.8817,425200000,-83.23,0.0004807
253100,0.1699,0.9058,675100000,-185.3,0.0003749
166300,0.1166,0.938,602900000,-93.36,0.0002758
135100,0.3546,0.9219,4.27e+08,-88.76,0.0003164
105.7,0.3434,1.009,792100,-88.82,0.0001334
81250,0.08512,0.936,292900000,-164.4,0.0002774
167600,0.15,0.9385,586500000,-167.7,0.0002858
220900,0.1518,0.8992,538700000,-88.04,0.0004101
92740,0.969,0.9597,431800000,-82.9,0.0002148
139100,0.1701,0.9309,468800000,-86.97,0.0002967
134500,0.5384,0.901,340600000,-84.42,0.0003949
193200,0.1617,0.9154,537600000,-174.3,0.0003594
54520,0.1329,0.9569,227400000,-130.1,0.0002398
105.1,0.9999,0.987,590300,-174.4,0.000178
