Kmax,Ku,n,halfmax,Vhalf,slope
20.52,0.1414,1.123,873900,-82.92,2.348e-05
10.21,0.08052,1.294,2213000,-83.79,4.614e-06
12.07,0.04758,1.146,608200,-104.1,1.985e-05
12.68,0.04198,1.287,2308000,-94.85,5.494e-06
10.66,0.05859,1.28,1655000,-86.04,6.441e-06
18.71,0.04253,1.22,1852000,-91.74,1.01e-05
20.07,0.8839,0.974,217800,-78.3,9.215e-05
13.81,0.06751,1.093,428600,-88.64,3.222e-05
21.81,0.04217,1.173,1585000,-89.02,1.376e-05
17.15,0.05698,1.079,469400,-99.88,3.654e-05
13.09,0.05542,1.061,274000,-91.05,4.777e-05
20.07,0.1028,1.093,767100,-81.41,2.616e-05
17.24,0.06102,1.025,292400,-90.17,5.896e-05
13.16,0.05588,1.202,1003000,-139.1,1.312e-05
18.89,0.08735,1.051,390900,-88.25,4.832e-05
12.14,0.08677,1.24,1521000,-84.11,7.982e-06
15.38,0.04503,1.016,197700,-99.75,7.779e-05
14.86,0.0745,1.042,288300,-83.4,5.154e-05
24.96,0.4854,1.035,500400,-80.24,4.988e-05
132.3,0.1346,0.8931,696200,-87.2,0.00019
14.7,0.03874,1.182,943700,-139.3,1.558e-05
16.89,0.1085,1.189,1380000,-86.44,1.224e-05
11.59,0.06471,1.202,883500,-93.43,1.312e-05
15.84,0.08868,1.155,1058000,-84.4,1.497e-05
10.54,0.09709,1.375,5296000,-85.38,1.99e-06
16.09,0.1612,1.14,811500,-80.4,1.983e-05
11.7,0.1026,1.278,2081000,-83.38,5.622e-06
16.98,0.06337,1.068,444300,-97.87,3.822e-05
