Kmax,Ku,n,halfmax,Vhalf,slope
268300,7.676e-05,0.7281,1461000,-81.69,0.1836
1296000,7.58e-05,0.5901,4457000,-77.73,0.2908
1142000,8.129e-05,0.7606,6452000,-80.82,0.177
645600,5.999e-05,0.7401,2932000,-82.82,0.2202
1094000,9.017e-05,0.6805,4754000,-79.21,0.2301
599600,7.29e-05,0.5276,1947000,-79,0.308
2424000,9.768e-05,0.6125,9144000,-75,0.2651
1853000,6.333e-05,0.6643,6120000,-91.22,0.3028
1586000,8.442e-05,0.7506,8137000,-82.27,0.1949
315100,8.194e-05,0.7257,1428000,-82.23,0.2207
1431000,6.068e-05,0.6895,6193000,-134.8,0.2311
3724000,6.494e-05,0.5995,12030000,-104.6,0.3096
929800,9.324e-05,0.6523,4114000,-80.35,0.226
676300,6.154e-05,0.6226,2400000,-89.37,0.2818
356400,6.943e-05,0.6819,1342000,-85.53,0.2656
519800,7.85e-05,0.6247,2194000,-76.05,0.2369
2486000,7.598e-05,0.5904,9115000,-77.68,0.2727
414100,5.549e-05,0.751,1990000,-135.4,0.2081
752700,6.489e-05,0.6874,3121000,-90.57,0.2412
798900,8.081e-05,0.6292,3054000,-78.94,0.2616
3138000,5.219e-05,0.6242,10710000,-144.1,0.293
967500,9.123e-05,0.6273,3589000,-79.59,0.2696
438900,7.566e-05,0.5645,1432000,-85.41,0.3065
1768000,8.837e-05,0.6799,8550000,-77.59,0.2068
2502000,7.155e-05,0.5777,7968000,-83,0.314
139800,7.453e-05,0.7002,562800,-82.34,0.2484
1047000,6.676e-05,0.6874,3849000,-88.66,0.272
1852000,6.809e-05,0.6465,6933000,-82.02,0.2671
896200,7.421e-05,0.7163,3947000,-81.65,0.2271
3463000,7.899e-05,0.6732,13600000,-80.82,0.2546
2648000,7.67e-05,0.6352,9405000,-81.36,0.2816
712400,8.521e-05,0.6415,2951000,-80.74,0.2414
1065000,7.677e-05,0.6847,4810000,-86.97,0.2214
1008000,6.824e-05,0.7212,4421000,-83.91,0.228
664500,4.773e-05,0.7235,2697000,-143.1,0.2464
7226000,8e-05,0.5611,27100000,-79.04,0.2666
41270,8.394e-05,0.5158,134400,-77.72,0.3071
1010000,7.673e-05,0.6832,4441000,-78.71,0.2274
488300,4.976e-05,0.7239,2369000,-97.3,0.2061
637900,8.686e-05,0.6616,2500000,-85.99,0.2552
683200,8.539e-05,0.6769,3303000,-82.61,0.2068
1011000,6.471e-05,0.5825,3118000,-97.09,0.3242
599400,7.874e-05,0.7231,2575000,-96.47,0.2328
908200,5.952e-05,0.6856,3408000,-98.71,0.2665
191700,5.62e-05,0.6548,833100,-86.77,0.2301
1050000,8.864e-05,0.6705,4761000,-83.89,0.2205
488800,7.503e-05,0.5485,1499000,-79.26,0.3261
951200,7.063e-05,0.6684,3785000,-88.82,0.2513
667400,6.835e-05,0.599,2017000,-89.17,0.3309
613000,5.679e-05,0.6837,2519000,-156.6,0.2434
406400,6.829e-05,0.7783,2294000,-81.62,0.1772
877600,6.782e-05,0.63,2964000,-90.01,0.2961
845100,6.003e-05,0.7084,3621000,-106,0.2334
696200,5.566e-05,0.586,2070000,-125.7,0.3363
1346000,7.328e-05,0.7419,5596000,-90.88,0.2405
998300,7.79e-05,0.6567,3424000,-89.55,0.2916
935900,8.99e-05,0.6652,4292000,-77.7,0.2181
4110000,6.149e-05,0.6138,15290000,-87.67,0.2688
1062000,9.455e-05,0.5301,3066000,-79.29,0.3464
1540000,9.242e-05,0.667,6527000,-79.41,0.2359
613700,7.493e-05,0.559,2040000,-73.73,0.3008
755700,7.838e-05,0.6846,3337000,-80.3,0.2265
156200,7.255e-05,0.6797,599300,-85.76,0.2606
1131000,7.408e-05,0.696,5610000,-80.27,0.2016
1386000,8.028e-05,0.5987,4466000,-83.41,0.3103
1181000,5.086e-05,0.7059,4953000,-156.2,0.2384
1060000,8.325e-05,0.6766,4432000,-80.16,0.2392
552300,7.708e-05,0.7753,3107000,-89.96,0.1778
439800,7.604e-05,0.7109,2042000,-76.67,0.2154
502700,5.518e-05,0.6492,1897000,-127,0.265
752600,6.452e-05,0.6785,2931000,-85,0.2568
1514000,9.059e-05,0.6326,6049000,-79.54,0.2503
501600,9.055e-05,0.5932,1871000,-76.96,0.2681
542700,7.14e-05,0.6922,2352000,-83.28,0.2307
5993000,7.156e-05,0.7904,37620000,-78.47,0.1593
1339000,7.878e-05,0.6606,5808000,-76.96,0.2305
110400,6.706e-05,0.5749,461700,-72.69,0.2391
1456000,6.071e-05,0.7132,6711000,-88.6,0.217
520900,6.166e-05,0.6367,1978000,-87.09,0.2633
1928000,7.78e-05,0.5769,6514000,-76.88,0.296
2360000,8.125e-05,0.6029,9249000,-75.51,0.2552
10340000,7.494e-05,0.5545,30240000,-79.56,0.3419
1622000,7.554e-05,0.6368,6510000,-77.74,0.2492
788400,6.383e-05,0.7608,4671000,-84.2,0.1688
208900,9.196e-05,0.6607,933700,-74.74,0.2237
915900,7.409e-05,0.5923,2690000,-78.54,0.3405
897600,7.86e-05,0.7095,4310000,-78.24,0.2083
474900,6.916e-05,0.6651,1616000,-85.01,0.2939
666200,7.46e-05,0.7377,3336000,-84.68,0.1997
776200,8.014e-05,0.6444,3043000,-80.11,0.2551
338800,7.172e-05,0.7843,2065000,-83.48,0.1641
373300,7.228e-05,0.7528,1791000,-131.3,0.2084
858300,7.32e-05,0.6861,3582000,-86.67,0.2396
1705000,6.936e-05,0.6713,6849000,-89.8,0.2489
496700,7.778e-05,0.7208,2705000,-81.72,0.1836
1638000,9.385e-05,0.5936,6865000,-70.55,0.2386
526900,7.249e-05,0.7117,2656000,-82.86,0.1984
1742000,9.988e-05,0.5,5398000,-72.04,0.3227
330600,5.243e-05,0.652,1203000,-127.8,0.2748
464100,7.364e-05,0.6245,1600000,-79.52,0.2901
593700,7.242e-05,0.6117,2162000,-85.65,0.2746
612900,7.789e-05,0.6406,1963000,-83.05,0.3122
1429000,7.563e-05,0.7032,6524000,-86.23,0.219
599300,7.752e-05,0.6267,2347000,-84.11,0.2553
1831000,9.492e-05,0.6834,6908000,-83.4,0.2651
552100,7.882e-05,0.5925,2147000,-76.29,0.2571
1626000,7.221e-05,0.7626,8509000,-91.16,0.1911
889700,7.942e-05,0.6787,3713000,-83.34,0.2396
546900,7.111e-05,0.6982,2337000,-83.89,0.234
828400,7.073e-05,0.723,4347000,-83.45,0.1906
3681000,7.73e-05,0.607,11840000,-82.08,0.3109
152700,0.0001111,0.5458,487500,-76.53,0.3132
710700,7.43e-05,0.6497,2859000,-79.66,0.2486
1184000,7.283e-05,0.6316,4174000,-80.36,0.2837
6917000,9.149e-05,0.6906,29370000,-79.81,0.2355
613400,7.097e-05,0.6697,3136000,-79.99,0.1956
1579000,6.86e-05,0.5866,5752000,-81.08,0.2745
3905000,5.474e-05,0.563,11790000,-98.04,0.3312
1181000,7.72e-05,0.7492,5494000,-80.55,0.215
960400,7.424e-05,0.6883,4003000,-84.05,0.2399
1951000,6.671e-05,0.5953,7109000,-85.94,0.2744
1012000,7.412e-05,0.6705,4165000,-81.8,0.243
568100,8.43e-05,0.6599,2377000,-79.31,0.239
2812000,6.253e-05,0.7214,13510000,-83.31,0.2081
976600,6.42e-05,0.6691,3697000,-93.95,0.2642
975900,5.607e-05,0.7486,5105000,-147.8,0.1912
5520000,0.0001036,0.5091,19930000,-66.41,0.277
916500,6.993e-05,0.6512,3542000,-83.65,0.2588
335600,7.897e-05,0.7576,1881000,-78.58,0.1784
626000,7.777e-05,0.7419,2814000,-88.4,0.2225
411900,7.507e-05,0.7414,2077000,-78.65,0.1983
733600,7.135e-05,0.6893,3142000,-100.9,0.2335
454000,8.553e-05,0.5001,1386000,-71.39,0.3276
6208000,6.896e-05,0.5693,19560000,-84.71,0.3174
1985000,8.08e-05,0.626,6960000,-79.39,0.2852
171800,5.813e-05,0.56,541700,-93.35,0.3171
546900,5.431e-05,0.6065,1905000,-128.5,0.2871
114000,6.186e-05,0.7521,594200,-82.65,0.1919
848500,8.601e-05,0.678,3296000,-79.84,0.2574
1164000,7.736e-05,0.7646,6053000,-126.9,0.1923
1406000,7.432e-05,0.6282,5322000,-87.4,0.2642
9041000,9.779e-05,0.5746,32690000,-72.63,0.2766
2596000,8.394e-05,0.5331,8849000,-76.21,0.2934
921500,7.165e-05,0.6376,3454000,-83.04,0.2668
903100,7.497e-05,0.784,5533000,-81.13,0.1632
1340000,6.742e-05,0.7275,5554000,-82.74,0.2413
2118000,7.923e-05,0.585,8301000,-76.76,0.2551
495700,4.722e-05,0.7568,2474000,-140.8,0.2004
756300,5.915e-05,0.7575,4043000,-133.7,0.1871
1072000,8.503e-05,0.6263,3820000,-84.26,0.2806
857300,8.554e-05,0.5343,2490000,-80.11,0.3443
3036000,7.285e-05,0.5698,10380000,-81.83,0.2925
452800,5.162e-05,0.6703,1724000,-138.5,0.2626
1061000,6.957e-05,0.6438,4032000,-83.28,0.2631
